SpeciesCat_ISSCAAP_code,Species_AFSIS,CommName,Family,Order
33,Menticirrhus saxatilis,Northern kingfish,Sciaenidae,PERCOIDEI
12,Crenicichla saxatilis,Ringtail pike cichlid,Cichlidae,PERCOIDEI
33,Abudefduf saxatilis,Sergeant-major,Pomacentridae,PERCOIDEI
34,Sebastes saxicola,Stripetail rockfish,Scorpaenidae,SCORPAENIFORMES
52,Turbo saxosus,Stone turban,Turbinidae,GASTROPODA
38,Dasyatis say,Bluntnose stingray,Dasyatidae,RAJIFORMES
52,Oliva sayana,Lettered olive,Olividae,GASTROPODA
13,Aphredoderus sayanus,Pirate perch,Aphredoderidae,PERCOPSIFORMES
33,Grammoplites scaber,Rough flathead,Platycephalidae,SCORPAENIFORMES
34,Uranoscopus scaber,Stargazer,Uranoscopidae,TRACHINOIDEI
33,Parika scaber,Velvet leatherjacket,Monacanthidae,TETRAODONTIFORMES
76,Holothuria scabra,Sandfish,Holothuriidae,HOLOTHUROIDEA
52,Littoraria scabra,Rough periwinkle,Littorinidae,GASTROPODA
55,Ctenoides scabra,Rough lima,Limidae,BIVALVIA
41,Atya scabra,Camacuto shrimp,Atyidae,NATANTIA
47,Lysiosquilla scabricauda,Smooth mantis shrimp,Lysiosquillidae,STOMATOPODA
13,Agmus scabriceps,Bark catfish,Aspredinidae,SILURIFORMES
41,Macrobrachium scabriculum,Goda river prawn,Palaemonidae,NATANTIA
52,Priene scabrum,,Ranellidae,GASTROPODA
32,Trachyrincus scabrus,Roughsnout grenadier,Macrouridae,GADIFORMES
33,Schuettea scalaripinnis,Eastern pomfred,Monodactylidae,PERCOIDEI
52,Haliotis scalaris,,Haliotidae,GASTROPODA
38,Bathyraja scaphiops,Cuphead skate,Rajidae,RAJIFORMES
32,Coelorinchus scaphopsis,Shoulderspot grenadier,Macrouridae,GADIFORMES
33,Glaucosoma scapulare,,Glaucosomatidae,PERCOIDEI
33,Halichoeres scapularis,Zigzag wrasse,Labridae,PERCOIDEI
33,Blennodesmus scapularis,,Pseudochromidae,PERCOIDEI
33,Anisotremus scapularis,,Haemulidae,PERCOIDEI
52,Pythia scarabeus,Common pythia,Melampidae,GASTROPODA
43,Parribacus scarlatinus,Marbled mitten lobster,Scyllaridae,REPTANTIA
33,Lagocephalus sceleratus,Silver-cheeked toadfish,Tetraodontidae,TETRAODONTIFORMES
33,Triglops scepticus,Spectacled sculpin,Cottidae,SCORPAENIFORMES
13,Synodontis schall,Wahrindi,Mochokidae,SILURIFORMES
63,Monachus schauinslandi,Hawaiian monk seal,Phocidae,PINNIPEDIA
13,Siniperca scherzeri,Leopard mandarin fish,Percichthyidae,PERCOIDEI
52,Cyprea schilderorum,Schilders' cowrie,Cypraeidae,GASTROPODA
,Enhydrina schistosa,Beaked sea snake,Hydrophiidae,SQUAMATA
34,Sebastes schlegeli,Korean rockfish,Scorpaenidae,SCORPAENIFORMES
33,Acanthopagrus schlegeli,Blackhead seabream,Sparidae,PERCOIDEI
34,Erythrocles schlegelii,Japanese rubyfish,Emmelichthyidae,PERCOIDEI
73,Tomistoma schlegelii,False gharial,Crocodylidae,CROCODILIA
38,Rhinobatos schlegelii,Brown guitarfish,Rhinobatidae,RAJIFORMES
33,Porogobius schlegelii,,Gobiidae,GOBIOIDEI
38,Himantura schmardae,Chupare stingray,Dasyatidae,RAJIFORMES
11,Leuciscus schmidti,Schmidt's dace,Cyprinidae,CYPRINIFORMES
34,Chauliodus schmidti,,Stomiidae,STOMIIFORMES
57,Danoctopus schmidti,Dana octopus,Octopodidae,CEPHALOPODA
33,Syngnathus schmidti,,Syngnathidae,SYNGNATHIFORMES
38,Raja schmidti,,Rajidae,RAJIFORMES
34,Parophidion schmidti,Dusky cusk-eel,Ophidiidae,OPHIDIIFORMES
34,Notolycodes schmidti,,Zoarcidae,ZOARCOIDEI
34,Lycogrammoides schmidti,,Zoarcidae,ZOARCOIDEI
34,Leuroglossus schmidti,Northern smoothtounge,Bathylagidae,SALMONIFORMES
45,Palaemonetes schmitti,Lagoon shrimp,Palaemonidae,NATANTIA
45,Nematopalaemon schmitti,Whitebelly prawn,Palaemonidae,NATANTIA
45,Penaeus schmitti,Southern white shrimp,Penaeidae,NATANTIA
38,Mustelus schmitti,Narrownose smooth-hound,Triakidae,CARCHARHINIFORMES
34,Sagamichthys schnakenbecki,Schnakenbeck's searsid,Platytroctidae,SALMONIFORMES
38,Zanobatus schoenleinii,,Rhinobatidae,RAJIFORMES
33,Choerodon schoenleinii,Blackspot tuskfish,Labridae,PERCOIDEI
33,Aluterus schoepfii,Orange filefish,Monacanthidae,TETRAODONTIFORMES
33,Lepipterus schomburgkii,Amazon croaker,Sciaenidae,PERCOIDEI
33,Plectorhinchus schotaf,Minstrel sweetlips,Haemulidae,PERCOIDEI
13,Clupeocharax schoutedeni,,Alestidae,CHARACIFORMES
12,Cardiopharynx schoutedeni,,Cichlidae,PERCOIDEI
13,Gymnocephalus schraetser,Schraetzer,Percidae,PERCOIDEI
58,Tonicia schrammi,Gold-flecked chiton,Chitonidae,POLYPLACOPHORA
21,Acipenser schrenckii,Amur sturgeon,Acipenseridae,ACIPENSERIFORMES
31,Pleuronectes schrenki,Cresthead flounder,Pleuronectidae,PLEURONECTIFORMES
13,Perca schrenkii,Balkhash perch,Percidae,PERCOIDEI
12,Trematochromis schreyeni,,Cichlidae,PERCOIDEI
38,Pristiophorus schroederi,Bahamas sawshark,Pristiophoridae,SQUALIFORMES
33,Muraenichthys schultzei,Maimed snake eel,Ophichthidae,ANGUILLIFORMES
38,Galeus schultzi,Dwarf sawtail catshark,Scyliorhinidae,CARCHARHINIFORMES
38,Etmopterus schultzi,Fringfin lanternshark,Squalidae,SQUALIFORMES
11,Barbonymus schwanenfeldii,Tinfoil barb,Cyprinidae,CYPRINIFORMES
12,Oreochromis schwebischi,,Cichlidae,PERCOIDEI
33,Amblychaeturichthys sciistius,,Gobiidae,GOBIOIDEI
13,Amazonsprattus scintilla,Rio Negro pygmy anchovy,Engraulidae,CLUPEIFORMES
34,Erythrocles scintillans,,Emmelichthyidae,PERCOIDEI
57,Watasenia scintillans,Sparkling enope squid,Enoploteuthidae,CEPHALOPODA
33,Haemulon sciurus,Bluestriped grunt,Haemulidae,PERCOIDEI
11,Luciobarbus sclateri,Andalusian barbel,Cyprinidae,CYPRINIFORMES
13,Austroglanis sclateri,,Bagridae,SILURIFORMES
37,Arrhamphus sclerolepis,,Hemiramphidae,BELONIFORMES
13,Ceratoglanis scleronema,,Siluridae,SILURIFORMES
32,Nezumia sclerorhynchus,Roughtip grenadier,Macrouridae,GADIFORMES
38,Potamotrygon scobina,,Potamotrygonidae,RAJIFORMES
56,Tellina scobinata,Rasp tellin,Tellinidae,BIVALVIA
34,Nemichthys scolopaceus,Slender snipe eel,Nemichthyidae,ANGUILLIFORMES
52,Murex scolopax,Scalloped murex,Muricidae,GASTROPODA
34,Macroramphosus scolopax,Longspine snipefish,Macroramphosidae,SYNGNATHIFORMES
13,Hydrolycus scomberoides,Payara,Cynodontidae,CHARACIFORMES
37,Scomber scombrus,Atlantic mackerel,Scombridae,SCOMBROIDEI
33,Zebrasoma scopas,Twotone tang,Acanthuridae,ACANTHUROIDEI
33,Amanses scopas,Broom filefish,Monacanthidae,TETRAODONTIFORMES
47,Cloridopsis scorpio,Spotted squillid mantis shrimp,Squillidae,STOMATOPODA
33,Myoxocephalus scorpius,Shorthorn sculpin,Cottidae,SCORPAENIFORMES
52,Lambis scorpius,Scorpio spider conch,Strombidae,GASTROPODA
33,Phyllophryne scortea,Smooth anglerfish,Antennariidae,LOPHIIFORMES
56,Donax scortum,Leather donax,Donacidae,BIVALVIA
34,Bathydraco scotiae,,Bathydraconidae,PERCOIDEI
34,Pogonophryne scotti,,Artedidraconidae,PERCOIDEI
33,Trematomus scotti,Crowned rockcod,Nototheniidae,PERCOIDEI
24,Thryssa scratchleyi,New Guinea thryssa,Engraulidae,CLUPEIFORMES
33,Serranus scriba,Painted comber,Serranidae,PERCOIDEI
52,Pyrene scripta,Dotted dove shell,Columbellidae,GASTROPODA
56,Glycymeris scripta,Scripta bittersweet,Glycymerididae,BIVALVIA
56,Circe scripta,Script venus,Veneridae,BIVALVIA
72,Trachemys scripta,Common slider,Emydidae,TESTUDINES
33,Aluterus scriptus,Scribbled leatherjac. filefish,Monacanthidae,TETRAODONTIFORMES
33,Bodianus scrofa,Barred hogfish,Labridae,PERCOIDEI
34,Scorpaena scrofa,Red scorpionfish,Scorpaenidae,SCORPAENIFORMES
33,Haemulon scudderii,Grey grunt,Haemulidae,PERCOIDEI
43,Stereomastis sculpta,,Polychelidae,REPTANTIA
45,Parapenaeopsis sculptilis,Rainbow shrimp,Penaeidae,NATANTIA
52,Cyprea scurra,Jester cowrie,Cypraeidae,GASTROPODA
33,Centriscus scutatus,Grooved razor-fish,Centriscidae,SYNGNATHIFORMES
52,Crucibulum scutellatum,Brown cup-and-saucer,Crepidulidae,GASTROPODA
47,Odontodactylus scyllarus,Reef odontoactylid mantis shri,Odontodactylidae,STOMATOPODA
33,Eckloniaichthys scylliorhiniceps,Weedsucker,Gobiesocidae,GOBIESOCIFORMES
38,Triakis scyllium,Banded houndshark,Triakidae,CARCHARHINIFORMES
33,Cyclichthys sealarki,,Diodontidae,TETRAODONTIFORMES
33,Filimanus sealei,Eightfinger threadfin,Polynemidae,PERCOIDEI
38,Carcharhinus sealei,Blackspot shark,Carcharhinidae,CARCHARHINIFORMES
23,Lovettia sealii,Tasmanian whitebait,Galaxiidae,SALMONIFORMES
33,Amphiprion sebae,Sebae anemonefish,Pomacentridae,PERCOIDEI
33,Monodactylus sebae,African moony,Monodactylidae,PERCOIDEI
52,Polinices sebae,Seba's moon snail,Naticidae,GASTROPODA
33,Lutjanus sebae,Emperor red snapper,Lutjanidae,PERCOIDEI
42,Eriphia sebana,Smooth redeyed crab,Xanthidae,BRACHYURA
33,Acanthistius sebastoides,Koester,Serranidae,PERCOIDEI
33,Eviota sebreei,,Gobiidae,GOBIOIDEI
56,Macoma secta,White sand macoma,Tellinidae,BIVALVIA
33,Kyphosus sectatrix,Bermuda sea chub,Kyphosidae,PERCOIDEI
37,Uraspis secunda,Cottonmouth jack,Carangidae,PERCOIDEI
82,Corallium secundum,Angel skin coral,Coralliidae,ANTHOZOA
13,Thoracocharax securis,Giant hatchetfish,Gasteropelecidae,CHARACIFORMES
45,Trachypenaeus sedili,Malayan rough shrimp,Penaeidae,NATANTIA
33,Valamugil seheli,Bluespot mullet,Mugilidae,MUGILIFORMES
57,Octopus selene,Moon octopus,Octopodidae,CEPHALOPODA
34,Myctophum selenops,Wisner's lantern fish,Myctophidae,MYCTOPHIFORMES
33,Microcottus sellaris,Brightbelly sculpin,Cottidae,SCORPAENIFORMES
33,Pisodonophis semicinctus,,Ophichthidae,ANGUILLIFORMES
33,Leiuranus semicinctus,Saddled snake-eel,Ophichthidae,ANGUILLIFORMES
33,Pomacanthus semicirculatus,Semicircle angelfish,Pomacanthidae,PERCOIDEI
45,Aristeus semidentatus,Smooth red shrimp,Aristaeidae,NATANTIA
33,Pseudopercis semifasciata,Argentinian sandperch,Pinguipedidae,TRACHINOIDEI
38,Triakis semifasciata,Leopard shark,Triakidae,CARCHARHINIFORMES
33,Nibea semifasciata,Sharpnose croaker,Sciaenidae,PERCOIDEI
33,Haletta semifasciata,,Odacidae,PERCOIDEI
,Laticauda semifasciata,Erabu sea snake,Elapidae,SQUAMATA
34,Branchiostegus semifasciatus,Zebra tilefish,Branchiostegidae,PERCOIDEI
36,Scomberomorus semifasciatus,Broad-barred king mackerel,Scombridae,SCOMBROIDEI
34,Glossanodon semifasciatus,Deep-sea smelt,Argentinidae,SALMONIFORMES
31,Cynoglossus semifasciatus,Bengal toungesole,Cynoglossidae,PLEURONECTIFORMES
45,Microprosthema semilaeve,Crimson coral shrimp,Stenopodidae,NATANTIA
31,Cynoglossus semilaevis,,Cynoglossidae,PLEURONECTIFORMES
33,Apogon semilineatus,Half-lined cardinal,Apogonidae,PERCOIDEI
33,Paranibea semiluctuosa,Half-mourning croaker,Sciaenidae,PERCOIDEI
33,Gymneleotris seminudus,Splitbanded goby,Gobiidae,GOBIOIDEI
13,Spectrolebias semiocellatus,,Aplocheilidae,CYPRINODONTIFORMES
56,Beguina semiorbiculata,Halfround cardita,Carditidae,BIVALVIA
33,Asterropteryx semipunctata,Starry goby,Gobiidae,GOBIOIDEI
56,Paphia semirugata,Semigrooved venus,Veneridae,BIVALVIA
33,Pycnomma semisquamatum,Secret goby,Gobiidae,GOBIOIDEI
33,Gymnammodytes semisquamatus,Smooth sandeel,Ammodytidae,TRACHINOIDEI
56,Donax semistriatus,Half-striated donax,Donacidae,BIVALVIA
45,Penaeus semisulcatus,Green tiger prawn,Penaeidae,NATANTIA
56,Trisidos semitorta,Half-propellor ark,Arcidae,BIVALVIA
55,Chlamys senatoria,Senatorial scallop,Pectinidae,BIVALVIA
92,Meristotheca senegalense,,Solieriaceae,RHODOPHYCEAE
13,Eleotris senegalensis,,Eleotridae,GOBIOIDEI
37,Strongylura senegalensis,Senegal needlefish,Belonidae,BELONIFORMES
64,Trichechus senegalensis,West African manatee,Trichechidae,SIRENIA
52,Nerita senegalensis,Senegal nerite,Neritidae,GASTROPODA
56,Anadara senegalensis,Senegal ark,Arcidae,BIVALVIA
31,Solea senegalensis,Senegalese sole,Soleidae,PLEURONECTIFORMES
33,Pseudotolithus senegalensis,Cassava croaker,Sciaenidae,PERCOIDEI
32,Merluccius senegalensis,Senegalese hake,Merlucciidae,GADIFORMES
33,Elops senegalensis,Senegalese ladyfish,Elopidae,ELOPIFORMES
31,Cynoglossus senegalensis,Senegalese tonguesole,Cynoglossidae,PLEURONECTIFORMES
33,Pseudotolithus senegallus,Law croaker,Sciaenidae,PERCOIDEI
37,Caranx senegallus,Senegal jack,Carangidae,PERCOIDEI
13,Polypterus senegalus,,Polypteridae,POLYPTERIFORMES
56,Tellina senegambiensis,Senegambian tellin,Tellinidae,BIVALVIA
54,Musculista senhousia,Senhouse horse mussel,Mytilidae,BIVALVIA
56,Senilia senilis,Heavy African ark,Arcidae,BIVALVIA
38,Malacoraja senta,Smooth skate,Rajidae,RAJIFORMES
38,Etmopterus sentosus,Thorny lanternshark,Squalidae,SQUALIFORMES
38,Pastinachus sephen,Cowtail stingray,Dasyatidae,RAJIFORMES
57,Sepioteuthis sepioidea,Caribbean reef squid,Loliginidae,CEPHALOPODA
33,Epinephelus septemfasciatus,Convict grouper,Serranidae,PERCOIDEI
45,Crangon septemspinosa,Sand shrimp,Crangonidae,NATANTIA
33,Thamnaconus septentrionalis,,Monacanthidae,TETRAODONTIFORMES
32,Ciliata septentrionalis,Northern rockling,Gadidae,GADIFORMES
55,Pecten sericeus,Silken scallop,Pectinidae,BIVALVIA
11,Rhodeus sericeus,Bitterling,Cyprinidae,CYPRINIFORMES
33,Ophisurus serpens,Serpent eel,Ophichthidae,ANGUILLIFORMES
34,Gempylus serpens,Snake mackerel,Gempylidae,SCOMBROIDEI
34,Derichthys serpentinus,Narrownecked oceanic eel,Derichthyidae,ANGUILLIFORMES
13,Ameiurus serracanthus,Spotted bullhead,Ictaluridae,SILURIFORMES
34,Sebastes serranoides,Olive rockfish,Scorpaenidae,SCORPAENIFORMES
45,Penaeopsis serrata,Megalops shrimp,Penaeidae,NATANTIA
42,Scylla serrata,Indo-Pacific swamp crab,Portunidae,BRACHYURA
,Mergus serrator,Red-breasted merganser,Anatidae,ANSERIFORMES
,Morus serrator,Australasian gannet,Sulidae,CICONIIFORMES
91,Fucus serratus,Toothed wrack,Fucaceae,PHAEOPHYCEAE
45,Palaemon serratus,Common prawn,Palaemonidae,NATANTIA
52,Aporrhais serresianus,Serre's pelican-foot,Aporrhaididae,GASTROPODA
34,Sebastes serriceps,Treefish,Scorpaenidae,SCORPAENIFORMES
45,Palaemon serrifer,Carpenter prawn,Palaemonidae,NATANTIA
93,Caulerpa serrulata,,Caulerpaceae,CHLOROPHYCEAE
34,Brachypterois serrulata,,Scorpaenidae,SCORPAENIFORMES
45,Acetes serrulatus,Southern mauxia shrimp,Sergestidae,NATANTIA
32,Coryphaenoides serrulatus,Serrulate whiptail,Macrouridae,GADIFORMES
52,Nassa serta,Wreath jopas,Muricidae,GASTROPODA
93,Caulerpa sertularioides,Green sea feather,Caulerpaceae,CHLOROPHYCEAE
57,Heteroteuthis serventyi,,Sepiolidae,CEPHALOPODA
37,Selene setapinnis,Atlantic moonfish,Carangidae,PERCOIDEI
45,Lysmata seticaudata,Monaco shrimp,Hippolytidae,NATANTIA
33,Xiphasia setifer,Hairtail blenny,Blenniidae,OTHER PERCIFORMES
33,Gerres setifer,,Gerreidae,PERCOIDEI
45,Penaeus setiferus,Northern white shrimp,Penaeidae,NATANTIA
33,Trichonotus setiger,Spotted sand-diver,Trichonotidae,TRACHINOIDEI
34,Dasycottus setiger,Spinyhead sculpin,Psychrolutidae,SCORPAENIFORMES
34,Lophiomus setigerus,Blackmouth angler,Lophiidae,LOPHIIFORMES
35,Thryssa setirostris,Longjaw thryssa,Engraulidae,CLUPEIFORMES
13,Horaichthys setnai,Malabar ricefish,Adrianichthyidae,BELONIFORMES
76,Diadema setosum,Porcupine sea urchin,Diadematidae,ECHINOIDEA
52,Turbo setosus,Rough turban,Turbinidae,GASTROPODA
34,Bathytyphlops sewelli,,Ipnopidae,AULOPIFORMES
43,Puerulus sewelli,Arabian whip lobster,Palinuridae,REPTANTIA
13,Mastacembelus sexdecimspinus,,Mastacembelidae,SYNBRANCHIFORMES
33,Vinculum sexfasciatum,Moonlighter,Kyphosidae,PERCOIDEI
33,Haemulon sexfasciatum,Greybar grunt,Haemulidae,PERCOIDEI
33,Abudefduf sexfasciatus,Scissortail sergeant,Pomacentridae,PERCOIDEI
33,Isocirrhitus sexfasciatus,Sixband hawkfish,Cirrhitidae,PERCOIDEI
33,Epinephelus sexfasciatus,Sixbar grouper,Serranidae,PERCOIDEI
13,Distichodus sexfasciatus,Sixbar distichodus,Distichodontidae,CHARACIFORMES
37,Caranx sexfasciatus,Bigeye trevally,Carangidae,PERCOIDEI
33,Polydactylus sexfilis,Sixfinger threadfin,Polynemidae,PERCOIDEI
33,Valenciennea sexguttata,Sixspot goby ,Gobiidae,GOBIOIDEI
33,Grammistes sexlineatus,Goldenstriped soapfish,Serranidae,PERCOIDEI
33,Cephalopholis sexmaculata,Sixblotch hind,Serranidae,PERCOIDEI
34,Notacanthus sexspinis,Spiny-back eel,Notacanthidae,NOTACANTHIFORMES
33,Polydactylus sextarius,Blackspot threadfin,Polynemidae,PERCOIDEI
45,Parapenaeus sextuberculatus,Domino shrimp,Penaeidae,NATANTIA
33,Stanulus seychellensis,Seychelle's blenny,Blenniidae,OTHER PERCIFORMES
33,Paragunnellichthys seychellensis,,Microdesmidae,GOBIOIDEI
34,Artedidraco shackletoni,,Artedidraconidae,PERCOIDEI
11,Barilius shacra,,Cyprinidae,CYPRINIFORMES
33,Draculo shango,Shango dragonet,Callionymidae,OTHER PERCIFORMES
33,Chrysiptera sheila,Sheila's damselfish,Pomacentridae,PERCOIDEI
13,Afronandus sheljuzhkoi,Fourspine leaffish,Nandidae,PERCOIDEI
62,Tasmacetus shepherdi,Sherpherd's beaked whale,Ziphiidae,ODONTOCETI
38,Scymnodalatias sherwoodi,Sherwood dogfish,Squalidae,SQUALIFORMES
12,Oreochromis shiranus,Tilapia shiranus,Cichlidae,PERCOIDEI
12,Corematodus shiranus,,Cichlidae,PERCOIDEI
38,Bathyraja shuntovi,Longnose deep-sea skate,Rajidae,RAJIFORMES
11,Longiculter siahi,,Cyprinidae,CYPRINIFORMES
11,Parachela siamensis,,Cyprinidae,CYPRINIFORMES
11,Labiobarbus siamensis,,Cyprinidae,CYPRINIFORMES
11,Henicorhynchus siamensis,Siamese mud carp,Cyprinidae,CYPRINIFORMES
33,Polydactylus siamensis,Largemouth striped threadfin,Polynemidae,PERCOIDEI
13,Leiocassis siamensis,Asian bumblebee catfish,Bagridae,SILURIFORMES
11,Catlocarpio siamensis,Giant barb,Cyprinidae,CYPRINIFORMES
73,Crocodylus siamensis,Siamese crocodile,Crocodylidae,CROCODILIA
31,Soleichthys siammakuti,,Soleidae,PLEURONECTIFORMES
13,Chrysichthys sianenna,,Bagridae,SILURIFORMES
63,Phoca sibirica,Baikal seal,Phocidae,PINNIPEDIA
57,Loligo sibogae,Siboga squid,Loliginidae,CEPHALOPODA
45,Acetes sibogae,Alamang shrimp,Sergestidae,NATANTIA
45,Heterocarpus sibogae,Mino nylon shrimp,Pandalidae,NATANTIA
43,Metanephrops sibogae,Siboga lobster,Nephropidae,REPTANTIA
45,Haliporoides sibogae,Jack-knife shrimp,Solenoceridae,NATANTIA
38,Gurgesiella sibogae,,Rajidae,RAJIFORMES
38,Apristurus sibogae,Pale catshark,Scyliorhinidae,CARCHARHINIFORMES
45,Glyphocrangon sicaria,Panama armoured shrimp,Glyphocrangonidae,NATANTIA
13,Labidesthes sicculus,Brook silverside,Atherinidae,ATHERINIFORMES
57,Ctenopteryx sicula,Toothed-fin squid,Ctenopterygidae,CEPHALOPODA
57,Octopoteuthis sicula,Ruppell's octopus squid,Octopoteuthidae,CEPHALOPODA
33,Pristipomoides sieboldii,Lavender jobfish,Lutjanidae,PERCOIDEI
36,Scomberomorus sierra,Pacific sierra,Scombridae,SCOMBROIDEI
74,Sycozoa sigillinoides,,Holozoidae,ASCIDIACEA
37,Parona signata,Parona leatherjacket,Carangidae,PERCOIDEI
42,Atergatopsis signatus,Giant egg crab,Xanthidae,BRACHYURA
38,Carcharhinus signatus,Night shark,Carcharhinidae,CARCHARHINIFORMES
33,Amoya signatus,Tusk goby,Gobiidae,GOBIOIDEI
11,Stypodon signifer,Stumptooth minnow,Cyprinidae,CYPRINIFORMES
34,Iracundus signifer,Decoy scorpionfish,Scorpaenidae,SCORPAENIFORMES
38,Himantura signifer,White-rimmed stingray,Dasyatidae,RAJIFORMES
11,Notropis signipinnis,Flagfin shiner,Cyprinidae,CYPRINIFORMES
33,Sillago sihama,Silver sillago,Sillaginidae,PERCOIDEI
53,Crassostrea sikamea,Kumamoto oyster,Ostreidae,BIVALVIA
45,Penaeus silasi,False white prawn,Penaeidae,NATANTIA
38,Cephaloscyllium silasi,Indian swellshark,Scyliorhinidae,CARCHARHINIFORMES
34,Zaprora silenus,Prowfish,Zaproridae,ZOARCOIDEI
56,Ensis siliqua,Sword razor shell,Solenidae,BIVALVIA
13,Silonia silondia,Silond catfish,Schilbeidae,SILURIFORMES
34,Argentina silus,Greater argentine,Argentinidae,SALMONIFORMES
62,Kogia sima,Dwarf sperm whale,Kogiidae,ODONTOCETI
25,Entosphenus similis,Klamath lamprey,Petromyzontidae,PETROMYZONTIFORMES
33,Filimanus similis,Indian sevenfinger threadfin,Polynemidae,PERCOIDEI
76,Bohadschia similis,Brownspotted sandfish,Holothuriidae,HOLOTHUROIDEA
56,Anadara similis,Brown ark,Arcidae,BIVALVIA
46,Euphausia similis,,Euphausiidae,EUPHAUSIACEA
47,Parasquilla similis,Three spined mantis,Pseudosquillidae,STOMATOPODA
45,Trachypenaeus similis,Yellow roughneck shrimp,Penaeidae,NATANTIA
41,Daphnia similis,,Daphniidae,CLADOCERA
42,Callinectes similis,Lesser blue crab,Portunidae,BRACHYURA
33,Cynoscion similis,Tonkin weakfish,Sciaenidae,PERCOIDEI
34,Chiloconger similis,,Congridae,ANGUILLIFORMES
37,Peprilus simillimus,Pacific pompano,Stromateidae,"STROMATEOIDEI, ANABANTOIDEI"
41,Daphnia similoides,,Daphniidae,CLADOCERA
57,Sepia simoniana,,Sepiidae,CEPHALOPODA
33,Antennablennius simonyi,Simony's blenny,Blenniidae,OTHER PERCIFORMES
38,Bathyraja simoterus,,Rajidae,RAJIFORMES
92,Digenea simplex,Red seabroom,Rhodomelaceae,RHODOPHYCEAE
46,Nyctiphanes simplex,,Euphausiidae,EUPHAUSIACEA
13,Sarcoglanis simplex,,Trichomycteridae,SILURIFORMES
34,Bathysphyraenops simplex,,Percichthyidae,PERCOIDEI
33,Girella simplicidens,Gulf opal eye,Kyphosidae,PERCOIDEI
83,Eurete simplicissimum,,Euretidae,HEXACTINELLIDA
75,Austrodecus simulans,,Austrodecidae,PYCNOGONIDA
56,Tellina simulans,Similar red tellin,Tellinidae,BIVALVIA
37,Scomberesox simulans,Dwarf saury,Scomberesocidae,BELONIFORMES
38,Urotrygon simulatrix,Fake round ray,Urolophidae,RAJIFORMES
33,Hemiemblemaria simulus,Wrasse blenny,Chaenopsidae,OTHER PERCIFORMES
37,Cypselurus simus,Short-nosed flyingfish,Exocoetidae,BELONIFORMES
77,Malakosaria sinclairii,,Calwelliidae,BRYOZOA
33,Neopomacentrus sindensis,Arabian demoiselle,Pomacentridae,PERCOIDEI
37,Hyporhamphus sindensis,Sind halfbeak,Hemiramphidae,BELONIFORMES
35,Sardinella sindensis,Sind sardinella,Clupeidae,CLUPEIFORMES
11,Labeo sindensis,,Cyprinidae,CYPRINIFORMES
56,Vepricardium sinense,Chinese cockle,Cardiidae,BIVALVIA
72,Ocadia sinensis,Chinese stripe-necked turtle,Bataguridae,TESTUDINES
72,Trionyx sinensis,Chinese softshell turtle,Trionychidae,TESTUDINES
52,Rhinoclavis sinensis,Obelisk vergatus,Cerithiidae,GASTROPODA
56,Cyclina sinensis,Oriental cyclina,Veneridae,BIVALVIA
55,Pecten sinensis,Chinese scallop,Pectinidae,BIVALVIA
41,Palaemonetes sinensis,Chinese grass shrimp,Palaemonidae,NATANTIA
45,Eualus sinensis,Iso shrimp,Hippolytidae,NATANTIA
43,Metanephrops sinensis,China lobster,Nephropidae,REPTANTIA
41,Eriocheir sinensis,Chinese mitten crab,Grapsidae,BRACHYURA
31,Tephrinectes sinensis,,Paralichthyidae,PLEURONECTIFORMES
36,Scomberomorus sinensis,Chinese seerfish,Scombridae,SCOMBROIDEI
33,Polyspondylogobius sinensis,,Gobiidae,GOBIOIDEI
38,Platyrhina sinensis,,Rhinobatidae,RAJIFORMES
13,Bostrychus sinensis,,Eleotridae,GOBIOIDEI
38,Apristurus sinensis,South China catshark,Scyliorhinidae,CARCHARHINIFORMES
21,Acipenser sinensis,Chinese sturgeon,Acipenseridae,ACIPENSERIFORMES
73,Alligator sinensis,Chinese alligator,Crocodylidae,CROCODILIA
42,Episesarma singaporense,Singapore vinegar crab,Grapsidae,BRACHYURA
55,Volachlamys singaporina,Singapore scallop,Pectinidae,BIVALVIA
13,Mystus singaringan,,Bagridae,SILURIFORMES
57,Uroteuthis singhalensis,Long barrel squid,Loliginidae,CEPHALOPODA
47,Artemia sinica,,Artemiidae,ANOSTRACA
92,Laurencia sinicola,Swollen laurenzia,Rhodomelaceae,RHODOPHYCEAE
52,Busycon sinistrum,Lightning whelk,Melongenidae,GASTROPODA
41,Macrobrachium sintangense,Sunda river prawn,Palaemonidae,NATANTIA
38,Eridacnis sinuans,African ribbontail catshark,Proscylliidae,CARCHARHINIFORMES
52,Strombus sinuatus,Laciniate conch,Strombidae,GASTROPODA
62,Phocoena sinus,Vaquita,Phocoenidae,ODONTOCETI
38,Torpedo sinuspersici,Variable torpedo ray,Torpedinidae,TORPEDINIFORMES
24,Ilisha sirishai,Lobejaw ilisha,Pristigasteridae,CLUPEIFORMES
52,Siphonaria sirius,Sirius false limpet,Siphonariidae,GASTROPODA
35,Amblygaster sirm,Spotted sardinella,Clupeidae,CLUPEIFORMES
45,Pasiphaea sivado,White glass shrimp,Pasiphaeidae,NATANTIA
34,Artedidraco skottsbergi,,Artedidraconidae,PERCOIDEI
92,Gigartina skottsbergii,Skottsberg's gigartina,Gigartinaceae,RHODOPHYCEAE
